,cycle,temp,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,soh,class
10,5_charge_10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3467034181062796,4.0126550011554105,4.205083241748946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.149636659721565,27.122843203658462,25.495423498759507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525735803885847,1.4991917584874348,0.2442984803448942,[0.91230978],0
11,5_charge_11,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2759765808349692,4.00576638294283,4.20553194337551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.671710714265613,27.065369841310783,25.61180149909959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49862329078428747,1.5051717931025308,0.26423191004242996,[0.90710097],0
12,5_charge_12,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2697324127921534,4.006393652082087,4.205429899617095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.694512239210626,27.345824079880014,25.795570827637707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49472885362072583,1.5043535623640776,0.2624849031528259,[0.90687608],0
13,5_charge_13,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6555318539110955,4.03975668338429,4.203075257852323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457947858709074,27.434319114335803,25.309724480644395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6458148802655366,1.4509066688392729,0.16650351652732753,[0.90672025],0
14,5_charge_14,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2577457238040488,4.005184135976858,4.205619724041555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.606583979449846,27.174060252988877,25.569574479197772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909562096892981,1.505264884549117,0.26662820855291547,[0.901299],0
15,5_charge_15,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2921229931142557,4.010619376210456,4.205223694266876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.757353328400745,27.089699388711466,25.4064562890979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5024245854895318,1.5011295303951322,0.25146090500855384,[0.90105345],0
16,5_charge_16,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2617132224280794,4.008164967532973,4.205710898952745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558062655935075,27.034403352538728,25.36943903885878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4907745116678424,1.502981429099824,0.2596601331104802,[0.90128975],0
17,5_charge_17,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2803189579077339,4.009635064109906,4.205226973240256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.748345024229058,27.09909446308384,25.40435808997602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4985205175207533,1.5013559977327493,0.2528270437367467,[0.90153416],0
18,5_charge_18,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3680929115540414,4.017070954218627,4.204766994931524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444666059447783,27.203019880970594,25.343903016745337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5334380404825587,1.4922894003417844,0.22895347947296046,[0.90138881],0
19,5_charge_19,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5105598064177,4.045109315065657,4.2045906081971385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.534480557911882,26.337179561161225,25.52271737016879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756313173264263,1.474260734635083,0.20166238248134788,[0.923513],0
20,5_charge_20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4215177666409382,4.018525673345549,4.205281723319348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.425831035703183,26.36366135745685,26.046204237892994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526190887009055,1.497016444092911,0.23526919493308357,[0.92370866],0
21,5_charge_21,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.390258886064213,4.0150304729941535,4.205220150548027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.388635112866552,26.56096574266553,25.86792878173523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5415178664719215,1.5005714534043522,0.23998309687923566,[0.91808871],0
22,5_charge_22,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2954512607055875,4.009973271662423,4.2055171851907955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.607779276933329,26.09189187667135,25.55174800667621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.502546767166212,1.5063032081884802,0.2638477441123033,[0.91289037],0
23,5_charge_23,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6576574698145345,4.0425741307704515,4.203492733114198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.787284380121253,26.239130591627834,25.02473883790821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642030014562792,1.4562413714620748,0.16968727664930383,[0.91255682],0
24,5_charge_24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3182192265112112,4.014773959334934,4.205503069022597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.616509132977239,25.842981143469704,25.262303310804242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103970830458042,1.5029515882245315,0.2527825602835025,[0.91279075],0
25,5_charge_25,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3072326636158036,4.014008336077347,4.205662697036355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.551879627601576,25.787545975870614,25.18473877732894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5064304826380189,1.503628937857825,0.2554596723245758,[0.90701556],0
26,5_charge_26,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5809049664769335,4.039504136471871,4.2036126165337695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.207851907358048,26.00954184477435,24.828269336247786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6108693069465304,1.4643582756672893,0.18161734854851425,[0.9073846],0
27,5_charge_27,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5493034808400883,4.0369701588496625,4.204053739244299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.987351902200013,25.899047723176764,24.758849480072566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5993344337575202,1.4697335013001176,0.18904020187297374,[0.90698469],0
28,5_charge_28,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3397341598998007,4.019812867821057,4.205300215121369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.672300040584817,25.68803393232031,24.976936563644742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5180325642374243,1.497666200673259,0.24011342543358882,[0.90138283],0
29,5_charge_29,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6533938681286413,4.0477047928560665,4.203461444375522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.620425237864149,26.041371005978988,24.71440451125686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6380499325005082,1.4459008476601205,0.16441369149913587,[0.90203852],0
30,5_charge_30,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5746882733064604,4.042582146786435,4.204119630633881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.276445150931783,26.25562659214433,25.25716443274455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6068138067166887,1.4657169348068715,0.18978749522768612,[0.92590128],0
31,5_charge_31,24,1.4379527001615542,3.928485123965979,4.017261147919926,4.137988587178426,4.206211453774482,4.205217230965457,4.205865078474554,4.205904109863224,4.205789475674137,4.2045664031192125,9.61492602811407,24.82443293035934,25.918198730292698,27.62553946270532,27.70097600905239,25.635519555918602,24.811439266909787,24.450643835456727,24.30124581790274,24.245260157022262,0.5604943302241606,1.5105934438456754,1.5107348140956773,1.5065679973601553,0.8316523198876182,0.3254891485679632,0.15378603058464865,0.07728972639101818,0.041660067848482966,0.013946707368507807,[0.91535192],0
32,5_charge_32,24,1.513971442129262,3.933267802056894,4.021676788989378,4.14541245868585,4.206364858811413,4.205236293431222,4.205877054132434,4.205861491487023,4.20574906020479,4.2047865754696225,10.132353789303869,25.049533027821973,26.182266416173483,27.886409287220612,27.662040292018748,25.614145332471082,24.77259527781049,24.400874862743926,24.215861275984683,24.12370722555098,0.5876015165358324,1.5109015697139943,1.5108982522195407,1.4981500357462467,0.785488707125166,0.3105554333946216,0.14945737650075006,0.07615457034522702,0.04124929562702256,0.01574102043137635,[0.90995205],0
33,5_charge_33,24,3.363248097985882,3.979358488323347,4.0778977704535135,4.195467445994718,4.204986484050573,4.205671799461946,4.206011229327627,4.205782747891425,4.206228407358913,4.202179070066293,21.6845876301428,25.195125108444277,26.646077121257864,28.11625023696995,26.046423722154344,24.745158510068265,24.175883736760838,23.90410933344573,23.75682519398231,23.673441820912352,1.3006185217968844,1.5109101610363205,1.5110825649826456,1.2310113586488312,0.47668753196635,0.21340969585447078,0.10794260166517361,0.056973040782521404,0.03410715753500602,-0.0007836731200282388,[0.90465398],0
34,5_charge_34,24,1.0960010877990651,3.927584689865571,4.018818714102664,4.140684214344926,4.20639326903596,4.20525466916588,4.205805818734827,4.206040451626069,4.205649312059065,4.205337025550127,7.185190789078954,24.431694351757695,25.45454395893996,27.135661033855346,27.15385397122505,25.020280761188285,24.17902794472009,23.816545279153914,23.666530843043624,23.610787126865315,0.42098230856600044,1.5110858879309557,1.5110928854741905,1.5048344786112866,0.825957318797489,0.32680838662380246,0.15744368896691077,0.08199760063639755,0.04351536058925895,0.020657778973341256,[0.90230495],0
35,5_charge_35,24,3.0574606171044394,3.976789433074777,4.074152781275662,4.193686262652978,4.205028470996263,4.2055467522394645,4.2059396689238016,4.205787716722884,4.206087096277154,4.20307935719592,19.45176900519377,24.91298013094921,26.397125300945817,28.006334760786718,26.051612219524735,24.771017451461713,24.248121427667385,24.04050165408123,23.96384664641712,23.943340352848583,1.1801534137088863,1.5109093318759488,1.5109083307395654,1.2590201771691583,0.49380611741816494,0.22123437805878227,0.11242288656067902,0.05944206893287125,0.03505707334360253,0.002894263751960726,[0.89968853],0
36,5_charge_36,24,2.6656648945804076,3.968748326436676,4.06301804735786,4.187234406245255,4.205331980431982,4.205542500809071,4.206049639181149,4.205838193091195,4.206067084358431,4.202752059182643,17.268428545261706,25.133528827292288,26.535062056812706,28.208186434678556,26.417627725866986,24.94994599939941,24.322007057083578,24.043136884064378,23.90428773281749,23.834291195209918,1.0291569581753575,1.5112919420149291,1.5112088243605606,1.32095319287661,0.536557440102894,0.2361820608149136,0.11949094775306249,0.06254116745862817,0.036608566846529335,0.0028541527433575665,[0.89422162],0
37,5_charge_37,24,0.9227363487996334,3.926504127750144,4.019518440595788,4.14234525341351,4.206716699759194,4.205208938992244,4.205736483621814,4.205999171904065,4.205753289925451,4.205239474297,6.095097645139754,24.62959564786514,25.63412513343276,27.332460869379172,27.332898881577844,25.171932242709374,24.305451149241446,23.928427657961187,23.733570187983975,23.63536281914091,0.3511354378951234,1.5111418210342584,1.5113831422060888,1.5029570778107346,0.8205227041435239,0.3259317346020229,0.15879849230345452,0.08335606173585394,0.04470276251167637,0.02071659048742448,[0.89146152],0
38,5_charge_38,24,3.136495474157047,3.9834849682580087,4.085596028667886,4.198718134374569,4.204943855936511,4.205591547909394,4.206048717994772,4.205810533184185,4.206028945330148,4.202646819760286,19.903605685887644,24.909712893853285,26.36450321652929,27.81756388942943,25.652733626992017,24.374681569447812,23.818071435648275,23.55126757698289,23.413364737540217,23.345696141242655,1.2076915182086811,1.5113360548715546,1.5112079766658355,1.1947402133424796,0.46167707656499246,0.21299656363048963,0.11042604216396656,0.05873976969419513,0.03525053005753266,0.0019800143751180733,[0.88651686],0
39,5_charge_39,24,3.352809666140392,3.9904938058432498,4.096873196891431,4.202743143954169,4.205212065400536,4.20566877065214,4.206007168338741,4.205787316107591,4.206203770511819,4.202603538725069,21.124879454310197,24.90350456980168,26.378799741892063,27.57859280774371,25.32469465930806,24.16534457808833,23.68594043480143,23.491379139974466,23.425207740171302,23.41440793356084,1.2887220568640563,1.5111858724567473,1.511153587473109,1.1273847311378675,0.429976724285025,0.20218316061719527,0.10584266882045797,0.05654738047795286,0.03422819553689581,0.00038448170448341013,[0.88651888],0
40,5_charge_40,24,2.765221790850556,3.977029981794604,4.076536970996346,4.194995822090759,4.204922641556831,4.2055154509926975,4.206008945058586,4.205798941316327,4.20604456480075,4.203005511907671,17.71792524572344,25.05527287919943,26.516841252052647,28.156954577415746,26.19051998068904,24.891090359840252,24.357485751419404,24.09979820516513,24.042519388301688,24.021609393612202,1.0639289264471639,1.510926076423019,1.5108911600981725,1.2491363019868262,0.49115012740575387,0.2243383577715905,0.11541149341679012,0.060990380773742914,0.03578279443107201,0.0033174922430433775,[0.88393606],0
41,5_charge_41,24,1.830962166811155,3.955222238951908,4.048479118149067,4.176478019136786,4.205790793164513,4.20537972457485,4.206029877713449,4.205842226630236,4.205705625552279,4.203936614162954,12.114994991460364,25.361670481935327,26.626981258183786,28.453240031585768,27.141329032711983,25.467932318624783,24.798532929010328,24.489344210171748,24.350141483523696,24.29123562309726,0.7034672937663922,1.5109274798593928,1.510975658383357,1.3971012182959617,0.6097978705902445,0.26344843856421657,0.13410690437882694,0.069222809610915,0.03843908592014487,0.010092137125798595,[0.88115754],0
42,5_charge_42,24,1.5324880114254051,3.9489282197771556,4.042274894296017,4.170747999618809,4.205852458696883,4.205336728048055,4.205960745888947,4.20584211021401,4.20574828019354,4.2042908063276805,10.189171501910442,25.328412636880902,26.5163450084319,28.334920377426915,27.23515648385247,25.42649064390389,24.68877381063441,24.35134376286983,24.180170712273963,24.094932300486057,0.587334010999619,1.5111421759078298,1.511333027166267,1.4264299559077966,0.6458733618542274,0.2774726847984232,0.14107402714753398,0.0730561610498788,0.040106487268794164,0.01280104138865344,[0.88380865],1
43,5_charge_43,24,3.895371166834155,4.005783322242142,4.117271312130795,4.205858238670383,4.204971442040147,4.205782148090407,4.205956359411152,4.205839883321588,4.205981470045504,4.201904603859361,23.91645851783362,25.229548576548694,27.11034420654764,28.09628037416872,25.747335348342705,24.69969591858016,24.231881413542947,24.0032568402728,23.895342896351718,23.84777771372915,1.4937175879298943,1.510855391420038,1.510979781818566,0.9947417100369781,0.38748193641935175,0.18705675577087244,0.0967597623578979,0.052106697784217816,0.029288876586727595,-0.0010789767575382745,[0.88133418],1
44,5_charge_44,24,3.7092254606603663,4.000360379415325,4.11378171052959,4.2055130734486665,4.20489554788958,4.20576528366741,4.20601510780096,4.205868510907019,4.20603662962637,4.20189437649828,23.551345776400872,25.275861398497803,26.854019619578278,27.81851460521319,25.40625822056965,24.32162314569046,23.852399976869542,23.630578868346984,23.510695312847382,23.450261737059247,1.4240730367054772,1.5110805221254153,1.511075322776199,1.011874053776417,0.3949863214150744,0.19145273693884246,0.0992814715217215,0.05338733385656727,0.030418503189639595,-0.0009103377634912995,[0.87586524],1
45,5_charge_45,24,2.0660459964892666,3.966637610757276,4.0636577922936405,4.187564480312296,4.2053577577481756,4.205424159002833,4.20605261406407,4.205825545094791,4.205811469320028,4.203793607663221,13.137050033843785,24.59219543721765,25.94854539912127,27.79182476389193,26.041793399746116,24.472998671710346,23.825079776242365,23.53572969148573,23.394377932086325,23.329046962970512,0.792477310524487,1.5111244633835024,1.5111156143460465,1.3259722651739825,0.5500253288080968,0.2509614614885362,0.12959918926139705,0.06779802342770908,0.03847770949126136,0.009547108329850548,[0.8709248],1
46,5_charge_46,24,3.848760851627502,4.009294444514529,4.128173926981213,4.206516964696259,4.205011961061834,4.205757655519807,4.205949412439542,4.205759326837472,4.205916678020705,4.201720210193978,24.112533835588682,25.12806879630639,26.80327120832212,27.44648907527234,25.057672958540973,24.05278445158138,23.62339947060682,23.422236343319774,23.321072194453173,23.27483637333641,1.4743517921184408,1.5110088404107758,1.5109457413297227,0.9224523387281777,0.36932050501818986,0.18191478124262794,0.09496362583281662,0.051683732768489164,0.029121697262962033,-0.0012423939211586384,[0.86804568],1
47,5_charge_47,24,0.7362670663199147,3.939136577093845,4.0319590482918155,4.154010868660684,4.2058789283043865,4.205211260823553,4.206013617407753,4.205787761265983,4.205779533329489,4.204433934270729,4.632322089925235,24.36678353979615,25.826694336964792,27.819974112127344,27.50989635181563,25.533465844637572,24.72640900312482,24.354911937036142,24.163862292280356,24.050899626757896,0.27309151708552715,1.5107175420398242,1.510705141701604,1.4814874044497919,0.7504242859689233,0.31247783288587483,0.14973982701248933,0.07458966803564104,0.04091135001056016,0.013873729190332479,[0.89681201],1
48,5_charge_48,24,1.2728508913403511,3.922802781721445,4.0158505213090585,4.140360353304534,4.206415679242855,4.205206354832019,4.2059280563708885,4.205643423117386,4.2059973567537075,4.20406382354831,9.30698200407461,27.010065409813222,28.03453508998896,29.753572053008398,29.57883979007302,27.43361936724053,26.570092335819968,26.21098623304831,26.018719936515318,25.90747008203067,0.49478694110106464,1.5110462929783113,1.5112393906206578,1.5009595615273033,0.7921843204779495,0.317013831525782,0.1483677030297448,0.0712233457552687,0.03955778391970805,0.009003922797463362,[0.89159451],1
49,5_charge_49,24,2.3799580768369837,3.9599688051273665,4.054484969127535,4.182035912139063,4.20520252136709,4.205511360901987,4.206078426227599,4.205894506313227,4.206127352428646,4.202131888810408,16.428086744610546,26.519152917691994,27.88631930788818,29.75361840357152,27.991913047596366,26.40046799644811,25.69299324678689,25.335383846238273,25.135231863380167,25.01864317312043,0.9206618887954333,1.5109849349267355,1.5113280910043663,1.3446161215600771,0.5607759745362758,0.24483228630197448,0.11967531036453058,0.06068386658522628,0.035105676109740976,-0.0008100283629194568,[0.8836821],1
50,5_charge_50,24,0.12118909166898477,3.8929962299247864,4.001575549909297,4.116967448920347,4.2058015494165435,4.205013949480731,4.205713356887008,4.205996213965909,4.205684661803971,4.204701352262012,0.8819685315290912,25.62895838744157,26.308736000353854,27.954163347383318,28.797104637096183,26.36502252257159,25.326442739533434,24.865458052393503,24.633441405046884,24.52586983236011,0.033438937848983774,1.51115479227007,1.511380838664807,1.511266059517444,0.9655801737556203,0.37894148254514126,0.17847804545013773,0.09092921274694628,0.04706890041127055,0.01936693203715666,[0.87850889],1
51,5_charge_51,24,3.178161735689056,3.9863061505557966,4.09282553184371,4.201503960863161,4.204786076524873,4.205674520628685,4.205931151114341,4.20578427310432,4.206126611626305,4.202166575187161,20.803144653437165,25.739321660451324,27.25815208881156,28.727903994131953,26.351267796326198,25.11841538501951,24.580403003301857,24.324497995051527,24.195120233397038,24.1296219575925,1.2230053635753533,1.5112237372183024,1.511256774359848,1.1312859376446847,0.44034329632351266,0.20587834948775732,0.10468317718837866,0.054983278262878826,0.03308620098334553,-0.0010923833128015778,[0.87343531],1
52,5_charge_52,24,0.857760227570349,3.931301369705198,4.02777766414326,4.154823784617957,4.205974947413154,4.205220946083593,4.20584198333124,4.20598033815645,4.205804296562659,4.204779984815681,5.742106990362174,25.068941751334695,26.099446037260666,27.985006751647504,27.600952848937062,25.482956238310106,24.668222118854043,24.30955899401035,24.144140612588103,24.073048262109843,0.32380488583390976,1.5111261227884552,1.5110717652085675,1.4792359786642124,0.7352449748234461,0.3122421954675731,0.1544118135886106,0.07976116184482697,0.04325951100606072,0.01614733855321084,[0.87085863],1
53,5_charge_53,24,1.813888587365395,3.959236044690004,4.055712903013629,4.182491631250094,4.205541785003912,4.205398254091386,4.206059590627539,4.205849676910425,4.205792044133363,4.203740607924844,12.004872599832616,25.406164529228857,26.70679984128289,28.654139157003776,27.068989833894804,25.460016391065775,24.816483250912526,24.544154135349004,24.413319202191683,24.36115544115624,0.6957595559619446,1.5109386691343138,1.51080164997591,1.3541976581519009,0.5749399103779175,0.25749599065464546,0.1304957230263395,0.06772230691692603,0.03812689963624651,0.008565023048696357,[0.86821125],1
54,5_charge_54,24,2.508715998860663,3.9768576701678318,4.07975036965507,4.196768750788448,4.204727416907688,4.2055722385059084,4.205875108368964,4.205743101301967,4.205966506720682,4.20265713773897,16.530765270072784,25.677028427323677,27.110539173758518,28.792934630748995,26.541474919936825,25.136087615568997,24.583492253500676,24.347564463787535,24.23527760718961,24.186463924908303,0.963227150296629,1.5111940773959853,1.511099437091396,1.216594734787462,0.48394081245448095,0.22685966422614598,0.11547622688209293,0.06174360153598556,0.035947904101153116,0.00287563442532031,[0.86316086],1
55,5_charge_55,24,3.8491358518523517,4.0105374588307905,4.131920804135902,4.206124190158562,4.205056248596759,4.205732533047987,4.20599552366589,4.205737432565677,4.205092697164318,4.200974146969205,24.970869269488492,25.972330077741393,27.690508679467698,28.222062810456677,25.825961718505017,24.833071150671067,24.40975200953879,24.21453011731174,24.112328087491207,24.057721694462884,1.4744073815947378,1.5110283751239102,1.5099433739498644,0.8835681114293659,0.3615064634818299,0.17787949208494008,0.0926488213157374,0.04944315868058931,0.02343383399103856,-0.0012713739006308933,[0.85790327],1
56,5_charge_56,24,3.832417364958895,4.012968573894174,4.135699488139527,4.206204840382584,4.205083580876934,4.205726041367755,4.205994000420311,4.205872337551447,4.205845336793406,4.201729626083105,24.74971845647876,25.905119252253307,27.627632365334144,28.054018532791087,25.686662626460336,24.69308830675872,24.267896313645767,24.072116095166376,23.965519930005787,23.92037862699351,1.466474450943361,1.510873742423981,1.5080122450028295,0.8639956626375631,0.3576284351440514,0.17713370107824103,0.09276056737798764,0.050119252758831744,0.027215559570957032,-0.0012981262520656706,[0.85526668],1
57,5_charge_57,24,3.3773383438986504,4.004202600890685,4.12241523998069,4.2063053139058075,4.204901505402509,4.205703052009992,4.205982107104244,4.205729074137108,4.206189655945968,4.202046667645158,21.757264536909865,25.68171232690048,27.350455735945125,28.230614398874582,25.78065068755803,24.692743274744178,24.247646354823136,24.065253807735633,23.996371295707398,23.974433653732582,1.2923180668853114,1.5106780732405158,1.5107590670064044,0.9532240770746143,0.3848596716994898,0.19035642011444928,0.09951966892284829,0.05350573271397262,0.03288866130967554,-0.0012278535004586473,[0.85300725],1
58,5_charge_58,24,3.0225873306611213,3.9959333597479576,4.11027831771742,4.205550926589254,4.204959441339491,4.205728397303527,4.206058193592619,4.205763822537518,4.206141014048362,4.202339451678006,19.827800541624292,25.988752150983046,27.609883425106453,28.82684994033408,26.42587675048345,25.292713423797622,24.82586591864593,24.637426984047725,24.55746074438771,24.53125076363219,1.1564555387775344,1.510706659565422,1.5104193286169914,1.0308591161842502,0.4088339130956768,0.20030999573366423,0.10411042752906201,0.05499523066043795,0.033505911452870824,-0.000797668119841744,[0.85015551],1
59,5_charge_59,24,3.551802923917863,4.010331593412823,4.1328512382093425,4.206707022009809,4.205008773795196,4.205742494796874,4.205960725888269,4.2058030935709185,4.2058829013195,4.201677197653187,23.260827396336325,26.20407461711526,27.92496663206435,28.479771551757633,26.11782151959037,25.11525735032201,24.68781151792598,24.495588801765372,24.396747932528402,24.35368784356995,1.3579602520101448,1.5107751226897814,1.5094821689020912,0.887382665949423,0.3656272955160627,0.1825070726087916,0.09565309771177252,0.05148844381616779,0.029099483129112567,-0.001199171090881923,[0.84728993],1
60,5_charge_60,24,0.06595678076480384,3.9150085077463537,4.023108210626027,4.150837078359278,4.2061599629567805,4.205136851786514,4.205786375873452,4.205908097287143,4.205758488808986,4.205522720082741,0.46773284896537665,25.507585290437305,26.313888102966573,28.151357499062435,28.060673564893065,25.812443767139182,24.903471900957914,24.5177752724593,24.33797910167615,24.239217768628148,0.00985658773981927,1.5107838666386355,1.510766396188159,1.4887293543376507,0.7759514538296638,0.3345334330122582,0.1698657565786321,0.08957314864593759,0.04861931055968947,0.024986623597584887,[0.84245145],1
