,cycle,temp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,soh,class
25,5_charge_25,24,0.0,0.0,38.450565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.80316,0.39749622,0.0,0.0,0.0,0.0,233.56128,0.0,0.0,0.0,233.80316,0.39749622,0.0,0.0,0.0,0.0,233.56128,0.0,[0.90701556],0
26,5_charge_26,24,0.0,0.0,39.96757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.82954,1.1009619,0.0,0.0,0.0,0.0,240.08313,0.0,0.0,0.0,237.82954,1.1009619,0.0,0.0,0.0,0.0,240.08313,0.0,[0.9073846],0
27,5_charge_27,24,0.0,0.0,39.798435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.90533,0.0,0.0,0.0,0.0,0.0,237.91246,0.0,0.0,0.0,235.90533,0.0,0.0,0.0,0.0,0.0,237.91246,0.0,[0.90698469],0
28,5_charge_28,24,0.0,0.0,38.523293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.36287,0.0,0.0,0.0,0.0,0.0,230.54773,0.0,0.0,0.0,231.36287,0.0,0.0,0.0,0.0,0.0,230.54773,0.0,[0.90138283],0
29,5_charge_29,24,0.0,0.0,40.490093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.96513,2.450142,0.0,0.0,0.0,0.0,240.85612,0.0,0.0,0.0,237.96513,2.450142,0.0,0.0,0.0,0.0,240.85612,0.0,[0.90203852],0
30,5_charge_30,24,0.0,0.0,39.918045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.25105,0.9653592,0.0,0.0,0.0,0.0,242.32841,0.0,0.0,0.0,240.25105,0.9653592,0.0,0.0,0.0,0.0,242.32841,0.0,[0.92590128],0
31,5_charge_31,24,0.0,0.0,126.15511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.85092,560.10095,0.0,0.0,0.0,0.0,99.989655,0.0,0.0,0.0,350.85092,560.10095,0.0,0.0,0.0,0.0,99.989655,0.0,[0.91535192],0
32,5_charge_32,24,0.0,0.0,126.29931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.66702,560.8834,0.0,0.0,0.0,0.0,93.16794,0.0,0.0,0.0,355.66702,560.8834,0.0,0.0,0.0,0.0,93.16794,0.0,[0.90995205],0
33,5_charge_33,24,0.0,0.0,128.58788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.04385,543.23193,0.0,0.0,0.0,0.0,57.95035,0.0,0.0,0.0,395.04385,543.23193,0.0,0.0,0.0,0.0,57.95035,0.0,[0.90465398],0
34,5_charge_34,24,0.0,0.0,125.20864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.1449,546.4363,0.0,0.0,0.0,0.0,99.62082,0.0,0.0,0.0,334.1449,546.4363,0.0,0.0,0.0,0.0,99.62082,0.0,[0.90230495],0
35,5_charge_35,24,0.0,0.0,128.59402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.67685,543.71875,0.0,0.0,0.0,0.0,67.53674,0.0,0.0,0.0,389.67685,543.71875,0.0,0.0,0.0,0.0,67.53674,0.0,[0.89968853],0
36,5_charge_36,24,0.0,0.0,127.70029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.56073,547.3281,0.0,0.0,0.0,0.0,69.19144,0.0,0.0,0.0,384.56073,547.3281,0.0,0.0,0.0,0.0,69.19144,0.0,[0.89422162],0
37,5_charge_37,24,0.0,0.0,125.429085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.45154,549.77893,0.0,0.0,0.0,0.0,103.00641,0.0,0.0,0.0,332.45154,549.77893,0.0,0.0,0.0,0.0,103.00641,0.0,[0.89146152],0
38,5_charge_38,24,0.0,0.0,128.43736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.62198,535.5642,0.0,0.0,0.0,0.0,57.85596,0.0,0.0,0.0,388.62198,535.5642,0.0,0.0,0.0,0.0,57.85596,0.0,[0.88651686],0
39,5_charge_39,24,0.0,0.0,128.60945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.20267,531.19714,0.0,0.0,0.0,0.0,56.121677,0.0,0.0,0.0,392.20267,531.19714,0.0,0.0,0.0,0.0,56.121677,0.0,[0.88651888],0
40,5_charge_40,24,0.0,0.0,128.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.97183,546.92664,0.0,0.0,0.0,0.0,69.38907,0.0,0.0,0.0,386.97183,546.92664,0.0,0.0,0.0,0.0,69.38907,0.0,[0.88393606],0
41,5_charge_41,24,0.0,0.0,126.7675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.2379,558.2147,0.0,0.0,0.0,0.0,85.34653,0.0,0.0,0.0,369.2379,558.2147,0.0,0.0,0.0,0.0,85.34653,0.0,[0.88115754],0
42,5_charge_42,24,0.0,0.0,126.47046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.1665,559.34644,0.0,0.0,0.0,0.0,89.18045,0.0,0.0,0.0,360.1665,559.34644,0.0,0.0,0.0,0.0,89.18045,0.0,[0.88380865],1
43,5_charge_43,24,0.0,0.0,128.90337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0851,545.60425,0.0,0.0,0.0,0.0,59.424503,0.0,0.0,0.0,402.0851,545.60425,0.0,0.0,0.0,0.0,59.424503,0.0,[0.88133418],1
44,5_charge_44,24,0.0,0.0,128.94095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.6824,537.7304,0.0,0.0,0.0,0.0,53.396732,0.0,0.0,0.0,400.6824,537.7304,0.0,0.0,0.0,0.0,53.396732,0.0,[0.87586524],1
45,5_charge_45,24,0.0,0.0,127.48381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.1674,538.7809,0.0,0.0,0.0,0.0,73.62546,0.0,0.0,0.0,364.1674,538.7809,0.0,0.0,0.0,0.0,73.62546,0.0,[0.8709248],1
46,5_charge_46,24,0.0,0.0,129.0352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.31192,533.14703,0.0,0.0,0.0,0.0,52.880314,0.0,0.0,0.0,400.31192,533.14703,0.0,0.0,0.0,0.0,52.880314,0.0,[0.86804568],1
47,5_charge_47,24,0.0,0.0,124.961105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.48135,558.1698,0.0,0.0,0.0,0.0,113.83557,0.0,0.0,0.0,327.48135,558.1698,0.0,0.0,0.0,0.0,113.83557,0.0,[0.89681201],1
48,5_charge_48,24,0.0,0.0,125.447685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.2118,599.2699,0.0,0.0,0.0,0.0,105.04263,0.0,0.0,0.0,374.2118,599.2699,0.0,0.0,0.0,0.0,105.04263,0.0,[0.89159451],1
49,5_charge_49,24,0.0,0.0,127.21608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0616,579.75903,0.0,0.0,0.0,0.0,74.569885,0.0,0.0,0.0,398.0616,579.75903,0.0,0.0,0.0,0.0,74.569885,0.0,[0.8836821],1
50,5_charge_50,24,0.0,0.0,123.09774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.1135,572.7643,0.0,0.0,0.0,0.0,127.67227,0.0,0.0,0.0,319.1135,572.7643,0.0,0.0,0.0,0.0,127.67227,0.0,[0.87850889],1
51,5_charge_51,24,0.0,0.0,128.51912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.51617,552.9344,0.0,0.0,0.0,0.0,59.76044,0.0,0.0,0.0,401.51617,552.9344,0.0,0.0,0.0,0.0,59.76044,0.0,[0.87343531],1
52,5_charge_52,24,0.0,0.0,125.32639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.26874,559.48706,0.0,0.0,0.0,0.0,106.43616,0.0,0.0,0.0,337.26874,559.48706,0.0,0.0,0.0,0.0,106.43616,0.0,[0.87085863],1
53,5_charge_53,24,0.0,0.0,126.75849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.97006,560.07385,0.0,0.0,0.0,0.0,85.47238,0.0,0.0,0.0,369.97006,560.07385,0.0,0.0,0.0,0.0,85.47238,0.0,[0.86821125],1
54,5_charge_54,24,0.0,0.0,127.6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.39774,554.77924,0.0,0.0,0.0,0.0,68.696075,0.0,0.0,0.0,390.39774,554.77924,0.0,0.0,0.0,0.0,68.696075,0.0,[0.86316086],1
55,5_charge_55,24,0.0,0.0,129.03989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.9534,549.9718,0.0,0.0,0.0,0.0,54.974308,0.0,0.0,0.0,413.9534,549.9718,0.0,0.0,0.0,0.0,54.974308,0.0,[0.85790327],1
56,5_charge_56,24,0.0,0.0,128.87938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.54532,547.27783,0.0,0.0,0.0,0.0,53.787052,0.0,0.0,0.0,411.54532,547.27783,0.0,0.0,0.0,0.0,53.787052,0.0,[0.85526668],1
57,5_charge_57,24,0.0,0.0,128.7885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.53174,542.9944,0.0,0.0,0.0,0.0,55.276615,0.0,0.0,0.0,405.53174,542.9944,0.0,0.0,0.0,0.0,55.276615,0.0,[0.85300725],1
58,5_charge_58,24,0.0,0.0,128.70912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.29938,555.0879,0.0,0.0,0.0,0.0,63.593784,0.0,0.0,0.0,406.29938,555.0879,0.0,0.0,0.0,0.0,63.593784,0.0,[0.85015551],1
59,5_charge_59,24,0.0,0.0,128.96855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.90326,552.4824,0.0,0.0,0.0,0.0,55.43015,0.0,0.0,0.0,413.90326,552.4824,0.0,0.0,0.0,0.0,55.43015,0.0,[0.84728993],1
60,5_charge_60,24,0.0,0.0,123.37876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.84436,562.47565,0.0,0.0,0.0,0.0,125.11865,0.0,0.0,0.0,318.84436,562.47565,0.0,0.0,0.0,0.0,125.11865,0.0,[0.84245145],1
61,5_charge_61,24,0.0,0.0,126.61897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.79453,555.99255,0.0,0.0,0.0,0.0,80.06946,0.0,0.0,0.0,369.79453,555.99255,0.0,0.0,0.0,0.0,80.06946,0.0,[0.83723708],1
62,5_charge_62,24,0.0,0.0,128.92334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.59335,545.00745,0.0,0.0,0.0,0.0,55.52344,0.0,0.0,0.0,408.59335,545.00745,0.0,0.0,0.0,0.0,55.52344,0.0,[0.83728462],1
63,5_charge_63,24,0.0,0.0,128.96938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.68524,556.5443,0.0,0.0,0.0,0.0,56.593296,0.0,0.0,0.0,421.68524,556.5443,0.0,0.0,0.0,0.0,56.593296,0.0,[0.83185819],1
64,5_charge_64,24,0.0,0.0,127.80533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.91724,558.47565,0.0,0.0,0.0,0.0,66.58783,0.0,0.0,0.0,397.91724,558.47565,0.0,0.0,0.0,0.0,66.58783,0.0,[0.82950693],1
65,5_charge_65,24,0.0,0.0,125.8038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.90247,561.4719,0.0,0.0,0.0,0.0,89.26257,0.0,0.0,0.0,358.90247,561.4719,0.0,0.0,0.0,0.0,89.26257,0.0,[0.82692703],1
66,5_charge_66,24,0.0,0.0,128.80276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.7021,549.2267,0.0,0.0,0.0,0.0,53.958103,0.0,0.0,0.0,407.7021,549.2267,0.0,0.0,0.0,0.0,53.958103,0.0,[0.82132689],1
67,5_charge_67,24,0.0,0.0,128.1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.34457,551.7373,0.0,0.0,0.0,0.0,63.01816,0.0,0.0,0.0,394.34457,551.7373,0.0,0.0,0.0,0.0,63.01816,0.0,[0.81892892],1
68,5_charge_68,24,0.0,0.0,127.55019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.5245,551.7382,0.0,0.0,0.0,0.0,66.860504,0.0,0.0,0.0,391.5245,551.7382,0.0,0.0,0.0,0.0,66.860504,0.0,[0.81636752],1
69,5_charge_69,24,0.0,0.0,124.86048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.11917,563.7913,0.0,0.0,0.0,0.0,111.59219,0.0,0.0,0.0,331.11917,563.7913,0.0,0.0,0.0,0.0,111.59219,0.0,[0.81387645],1
70,5_charge_70,24,0.0,0.0,129.12444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.84567,547.9203,0.0,0.0,0.0,0.0,50.575626,0.0,0.0,0.0,416.84567,547.9203,0.0,0.0,0.0,0.0,50.575626,0.0,[0.81106274],1
71,5_charge_71,24,0.0,0.0,129.06256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.04453,546.40546,0.0,0.0,0.0,0.0,50.48914,0.0,0.0,0.0,415.04453,546.40546,0.0,0.0,0.0,0.0,50.48914,0.0,[0.80566283],1
72,5_charge_72,24,0.0,0.0,129.03491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.50897,546.4662,0.0,0.0,0.0,0.0,51.29392,0.0,0.0,0.0,413.50897,546.4662,0.0,0.0,0.0,0.0,51.29392,0.0,[0.80328157],1
73,5_charge_73,24,0.0,0.0,129.13942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.97794,547.17053,0.0,0.0,0.0,0.0,49.672276,0.0,0.0,0.0,415.97794,547.17053,0.0,0.0,0.0,0.0,49.672276,0.0,[0.80075711],1
74,5_charge_74,24,0.0,0.0,129.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.70636,545.1151,0.0,0.0,0.0,0.0,49.51276,0.0,0.0,0.0,416.70636,545.1151,0.0,0.0,0.0,0.0,49.51276,0.0,[0.79518462],1
75,5_charge_75,24,0.0,0.0,127.811714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.21622,549.0279,0.0,0.0,0.0,0.0,68.491486,0.0,0.0,0.0,387.21622,549.0279,0.0,0.0,0.0,0.0,68.491486,0.0,[0.7928945],1
76,5_charge_76,24,0.0,0.0,129.27135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.95767,541.18164,0.0,0.0,0.0,0.0,46.390934,0.0,0.0,0.0,412.95767,541.18164,0.0,0.0,0.0,0.0,46.390934,0.0,[0.79247154],1
77,5_charge_77,24,0.0,0.0,128.81676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.46628,552.9651,0.0,0.0,0.0,0.0,61.446568,0.0,0.0,0.0,410.46628,552.9651,0.0,0.0,0.0,0.0,61.446568,0.0,[0.79776319],1
78,5_charge_78,24,0.0,0.0,129.17506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.13034,546.22595,0.0,0.0,0.0,0.0,47.92957,0.0,0.0,0.0,418.13034,546.22595,0.0,0.0,0.0,0.0,47.92957,0.0,[0.78736509],1
79,5_charge_79,24,0.0,0.0,129.19392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.4908,534.7175,0.0,0.0,0.0,0.0,45.994877,0.0,0.0,0.0,409.4908,534.7175,0.0,0.0,0.0,0.0,45.994877,0.0,[0.782451],1
80,5_charge_80,24,0.0,0.0,125.99529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.12564,543.2113,0.0,0.0,0.0,0.0,83.321045,0.0,0.0,0.0,354.12564,543.2113,0.0,0.0,0.0,0.0,83.321045,0.0,[0.77988297],1
81,5_charge_81,24,0.0,0.0,129.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.84357,539.9798,0.0,0.0,0.0,0.0,49.585117,0.0,0.0,0.0,414.84357,539.9798,0.0,0.0,0.0,0.0,49.585117,0.0,[0.77974078],1
82,5_charge_82,24,0.0,0.0,129.2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.84842,552.29596,0.0,0.0,0.0,0.0,51.63959,0.0,0.0,0.0,422.84842,552.29596,0.0,0.0,0.0,0.0,51.63959,0.0,[0.77734468],1
83,5_charge_83,24,0.0,0.0,128.93639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.50797,553.07794,0.0,0.0,0.0,0.0,56.54743,0.0,0.0,0.0,411.50797,553.07794,0.0,0.0,0.0,0.0,56.54743,0.0,[0.77443705],2
84,5_charge_84,24,0.0,0.0,126.02726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.46136,559.2212,0.0,0.0,0.0,0.0,93.664154,0.0,0.0,0.0,355.46136,559.2212,0.0,0.0,0.0,0.0,93.664154,0.0,[0.7691183],2
85,5_charge_85,24,0.0,0.0,129.28043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.7936,538.6446,0.0,0.0,0.0,0.0,46.910557,0.0,0.0,0.0,414.7936,538.6446,0.0,0.0,0.0,0.0,46.910557,0.0,[0.76395713],2
86,5_charge_86,24,0.0,0.0,129.29428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.81293,537.0179,0.0,0.0,0.0,0.0,48.813755,0.0,0.0,0.0,413.81293,537.0179,0.0,0.0,0.0,0.0,48.813755,0.0,[0.76426263],2
87,5_charge_87,24,0.0,0.0,128.8788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.27823,549.4282,0.0,0.0,0.0,0.0,52.888554,0.0,0.0,0.0,417.27823,549.4282,0.0,0.0,0.0,0.0,52.888554,0.0,[0.76132366],2
88,5_charge_88,24,0.0,0.0,129.18608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.83362,551.49945,0.0,0.0,0.0,0.0,49.870884,0.0,0.0,0.0,422.83362,551.49945,0.0,0.0,0.0,0.0,49.870884,0.0,[0.80290945],2
89,5_charge_89,24,0.0,0.0,129.23776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.17917,553.8611,0.0,0.0,0.0,0.0,58.784306,0.0,0.0,0.0,419.17917,553.8611,0.0,0.0,0.0,0.0,58.784306,0.0,[0.78192457],2
90,5_charge_90,24,0.0,0.0,128.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.55984,567.79254,0.0,0.0,0.0,0.0,63.023624,0.0,0.0,0.0,411.55984,567.79254,0.0,0.0,0.0,0.0,63.023624,0.0,[0.77404576],2
91,5_charge_91,24,0.0,0.0,128.97308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.05978,559.35266,0.0,0.0,0.0,0.0,52.232487,0.0,0.0,0.0,422.05978,559.35266,0.0,0.0,0.0,0.0,52.232487,0.0,[0.76618778],2
92,5_charge_92,24,0.0,0.0,129.3076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.3467,552.01965,0.0,0.0,0.0,0.0,48.70731,0.0,0.0,0.0,424.3467,552.01965,0.0,0.0,0.0,0.0,48.70731,0.0,[0.76347641],2
93,5_charge_93,24,0.0,0.0,128.9661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.5023,550.94556,0.0,0.0,0.0,0.0,54.310337,0.0,0.0,0.0,414.5023,550.94556,0.0,0.0,0.0,0.0,54.310337,0.0,[0.75847865],2
